;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
724;477;1986;Graduation;Married;$83,512.00 ;0;0;6/17/14;31;1060;61;835;80;20;101;1;4;7;10;1;1;0;1;1;1;1;0;SP
726;3107;1976;Graduation;Together;$71,322.00 ;0;1;5/2/14;31;121;24;124;24;15;42;1;4;1;7;2;0;0;0;0;0;0;0;AUS
727;7437;1988;Graduation;Single;$27,938.00 ;1;0;4/28/14;31;13;0;8;2;1;5;1;1;0;4;3;0;0;0;0;0;0;0;AUS
730;749;1981;Graduation;Together;$42,162.00 ;1;0;11/19/13;31;46;7;59;2;4;27;2;3;1;3;6;1;0;0;0;0;1;0;SP
731;1503;1976;PhD;Together;$162,397.00 ;1;1;6/3/13;31;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;0;0;SP
732;8650;1978;Graduation;Widow;$54,162.00 ;1;1;3/18/13;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;0;SP
734;1008;1981;PhD;Together;$44,953.00 ;0;0;12/21/12;31;728;17;133;11;8;124;1;7;3;13;6;1;0;0;0;0;0;0;GER
735;9396;1978;PhD;Married;$37,717.00 ;1;0;11/23/12;31;9;0;6;4;1;5;1;1;0;2;9;0;0;0;0;0;0;0;SA
736;933;1978;PhD;Married;$37,717.00 ;1;0;11/23/12;31;9;0;6;4;1;5;1;1;0;2;9;0;0;0;0;0;0;0;SP
738;2882;1975;2n Cycle;Divorced;$67,893.00 ;0;1;10/1/12;31;711;28;142;49;18;47;2;3;2;9;8;0;0;0;0;0;0;0;SA
740;5342;1976;Basic;Divorced;$9,548.00 ;1;0;8/8/12;31;0;1;3;10;6;9;2;1;0;3;8;0;0;0;0;0;0;0;CA
743;5025;1979;Graduation;Single;$48,526.00 ;1;0;12/24/13;32;23;17;23;43;20;9;1;2;1;4;3;0;0;0;0;0;0;0;SP
744;569;1991;Graduation;Single;$90,273.00 ;0;0;12/14/13;32;704;129;853;120;74;111;1;5;6;7;2;0;1;1;1;0;1;0;SP
745;3102;1981;2n Cycle;Together;$19,414.00 ;1;0;10/16/13;32;2;3;12;3;5;7;1;1;0;3;8;0;0;0;0;0;0;0;CA
748;75;1982;2n Cycle;Together;$41,039.00 ;0;0;7/25/13;32;34;11;137;179;61;45;1;8;1;5;8;0;0;0;0;0;0;0;US
750;3037;1983;PhD;Married;$50,150.00 ;0;0;6/20/13;32;135;46;92;65;61;11;2;5;2;7;5;0;0;0;0;0;0;0;CA
751;4698;1983;PhD;Married;$50,150.00 ;0;0;6/20/13;32;135;46;92;65;61;11;2;5;2;7;5;0;0;0;0;0;0;0;SP
752;948;1971;Graduation;Single;$10,245.00 ;1;0;5/15/13;32;4;7;7;6;4;13;3;1;2;2;5;0;0;0;0;0;0;0;SP
753;6177;1985;PhD;Married;$33,454.00 ;1;0;5/8/13;32;76;10;56;3;1;23;2;4;0;4;8;0;0;0;0;0;0;0;US
755;3491;1975;Graduation;Together;$55,914.00 ;0;1;4/29/13;32;384;60;364;119;101;232;4;11;6;8;7;0;0;0;0;0;0;0;US
756;7610;1983;Graduation;Together;$37,292.00 ;1;0;4/18/13;32;275;0;86;10;23;66;5;6;3;5;8;0;0;0;0;0;0;0;SP
757;4377;1971;Graduation;Married;$52,914.00 ;0;1;1/7/13;32;254;10;44;30;10;227;2;7;3;3;7;1;0;0;0;0;0;0;CA
758;9850;1972;2n Cycle;Married;$24,884.00 ;1;0;11/29/12;32;3;6;7;0;0;3;1;0;0;3;7;0;0;0;0;0;0;0;SP
761;4543;1980;Graduation;Married;$82,497.00 ;0;0;10/31/12;32;777;129;573;216;21;203;1;2;7;9;4;0;0;1;0;0;0;0;SA
766;2724;1981;Master;Single;$36,143.00 ;1;0;3/30/14;33;12;0;1;0;0;6;1;0;1;2;3;0;0;0;0;0;0;0;SP
767;2256;1973;Master;Married;$27,159.00 ;1;1;3/29/14;33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;SP
770;2612;1987;Graduation;Married;$75,794.00 ;0;0;12/24/13;33;754;160;625;63;32;48;1;7;5;12;3;0;0;0;1;0;0;0;SA
773;4216;1981;Graduation;Single;$91,065.00 ;0;0;2/22/13;33;822;114;108;179;137;114;1;7;9;9;3;0;0;1;1;0;1;0;SP
776;8842;1971;Graduation;Widow;$30,372.00 ;1;1;12/25/12;33;15;0;12;7;3;7;3;2;0;3;7;0;0;0;0;0;0;0;SP
777;2154;1971;Graduation;Widow;$30,372.00 ;1;1;12/25/12;33;15;0;12;7;3;7;3;2;0;3;7;0;0;0;0;0;0;0;SP
778;6050;1975;2n Cycle;Married;$57,036.00 ;0;1;12/11/12;33;1171;43;219;19;14;47;4;6;3;13;9;1;0;0;0;0;0;0;IND
781;6864;1989;Master;Divorced;$10,979.00 ;0;0;5/22/14;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;AUS
782;10617;1989;Master;Divorced;$10,979.00 ;0;0;5/22/14;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;SP
784;5654;1972;Graduation;Married;$36,026.00 ;2;1;3/16/14;34;20;4;10;6;4;17;2;2;0;3;6;0;0;0;0;0;0;0;AUS
785;9216;1971;Graduation;Married;$35,788.00 ;1;1;1/23/14;34;23;2;11;3;1;4;2;2;0;3;6;0;0;0;0;0;0;0;CA
788;7631;1978;Master;Together;$61,346.00 ;1;0;10/6/13;34;562;58;168;43;16;142;1;5;7;10;3;0;0;0;0;0;0;0;IND
789;7275;1971;Master;Single;$33,316.00 ;1;1;10/4/13;34;79;1;31;4;4;12;3;2;1;4;6;0;0;0;0;0;0;0;US
790;8334;1971;Master;Single;$33,316.00 ;1;1;10/4/13;34;79;1;31;4;4;12;3;2;1;4;6;0;0;0;0;0;0;0;SP
791;1987;1987;Basic;Single;$21,063.00 ;1;0;9/25/13;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;0;SP
793;7034;1978;2n Cycle;Married;$25,804.00 ;1;0;9/1/13;34;8;7;9;13;6;12;2;2;0;3;8;0;0;0;0;0;0;0;CA
794;2797;1977;Graduation;Married;$72,117.00 ;0;1;8/20/13;34;707;20;171;65;60;50;1;9;7;9;5;0;0;0;0;0;0;0;SP
798;965;1971;Graduation;Divorced;$55,635.00 ;0;1;11/13/12;34;235;65;164;50;49;27;4;7;3;7;6;0;0;0;0;0;0;0;US
799;7378;1981;Master;Together;$42,021.00 ;1;0;8/31/12;34;393;5;136;7;5;27;5;10;1;6;9;1;0;0;0;0;0;0;SP
800;1859;1972;Master;Married;$75,251.00 ;0;0;8/27/12;34;721;111;925;97;18;18;1;7;6;5;5;0;0;0;0;0;1;0;GER
804;738;1981;2n Cycle;Single;$42,395.00 ;1;1;4/4/14;35;48;13;57;24;15;25;4;3;1;4;7;0;0;0;0;0;0;0;IND
808;5423;1983;Graduation;Together;$28,359.00 ;1;0;10/27/13;35;6;0;5;2;1;2;1;1;0;2;7;0;0;0;0;0;0;0;SA
809;4426;1975;Graduation;Single;$55,801.00 ;1;1;9/22/13;35;367;4;51;6;4;95;6;7;2;6;7;0;0;0;1;0;0;0;US
810;10489;1973;Graduation;Married;$92,955.00 ;0;0;8/19/13;35;693;21;925;31;24;84;1;6;7;9;2;0;0;1;1;0;1;0;SA
814;4791;1980;Graduation;Together;$44,964.00 ;1;1;12/16/12;35;19;1;17;2;0;2;1;1;0;3;8;0;0;0;0;0;0;0;AUS
815;5304;1974;PhD;Single;$30,899.00 ;1;0;10/13/12;35;24;0;8;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;SA
817;35;1987;Graduation;Married;$25,545.00 ;1;0;9/8/12;35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;1;0;SP
818;8041;1971;PhD;Widow;$47,111.00 ;0;1;9/8/12;35;595;71;153;120;112;41;6;3;2;10;9;0;0;0;0;0;0;0;SA
822;1646;1972;Basic;Married;$25,224.00 ;1;0;3/16/14;36;4;9;12;11;2;8;2;1;1;3;3;0;0;0;0;0;0;0;CA
825;6885;1977;Graduation;Divorced;$32,952.00 ;1;0;12/1/13;36;38;0;12;3;1;1;1;2;0;3;7;0;0;0;0;0;0;0;CA
826;907;1975;Graduation;Married;$46,149.00 ;0;1;11/29/13;36;254;6;71;4;0;27;5;5;1;7;5;0;0;0;0;0;0;0;SP
831;4418;1983;Master;Single;$89,616.00 ;0;0;2/25/13;36;671;47;655;145;111;15;1;7;5;12;2;0;0;0;0;0;1;0;CA
834;7736;1986;Graduation;Married;$22,518.00 ;1;0;10/22/12;36;11;7;12;2;2;27;2;2;1;2;5;1;0;0;0;0;1;0;SP
835;9949;1976;Graduation;Married;$59,809.00 ;0;2;10/18/12;36;598;16;141;32;41;49;3;3;3;6;8;0;0;0;0;0;0;0;CA
836;942;1982;Graduation;Single;$39,660.00 ;1;0;8/8/12;36;139;13;78;20;13;36;3;7;1;3;9;0;0;0;0;0;1;0;SP
838;7660;1973;PhD;Alone;$35,860.00 ;1;1;5/19/14;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;1;0;CA
839;2055;1973;PhD;Divorced;$35,860.00 ;1;1;5/19/14;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;0;SP
840;5107;1973;PhD;Divorced;$35,860.00 ;1;1;5/19/14;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;0;SP
841;1626;1973;PhD;Divorced;$35,860.00 ;1;1;5/19/14;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;1;0;SA
845;7235;1975;2n Cycle;Married;$17,003.00 ;1;0;12/9/13;37;2;5;12;4;8;7;3;2;0;4;5;0;0;0;0;0;0;0;GER
847;1968;1971;Graduation;Widow;$45,684.00 ;1;0;12/2/13;37;5;1;5;10;0;7;1;1;0;2;7;0;0;0;0;0;0;0;SA
849;11075;1978;Graduation;Married;$51,267.00 ;1;1;10/29/13;37;183;2;64;7;2;12;4;3;3;5;4;0;0;0;0;0;0;0;CA
850;6658;1972;Graduation;Together;$59,868.00 ;0;1;7/22/13;37;771;51;154;54;10;154;7;11;2;12;6;0;0;0;0;0;0;0;SP
851;4552;1991;Graduation;Married;$51,373.00 ;0;0;6/22/13;37;83;2;101;64;26;117;1;3;5;3;4;0;0;0;0;0;0;0;SP
853;5336;1971;Master;Together;$157,733.00 ;1;0;6/4/13;37;39;1;9;2;0;8;0;1;0;1;1;0;0;0;0;0;0;0;SP
855;11071;1984;Graduation;Single;$79,607.00 ;0;0;4/21/13;37;450;133;951;173;0;216;1;3;6;6;1;0;0;0;0;0;1;0;CA
856;11100;1972;Graduation;Divorced;$51,813.00 ;1;1;4/11/13;37;51;2;7;0;1;2;2;2;0;3;7;0;0;0;0;0;0;0;CA
857;6516;1989;Basic;Married;$17,487.00 ;1;0;3/18/13;37;0;0;1;7;4;6;1;1;0;2;7;0;0;0;0;0;0;0;AUS
865;3197;1980;Graduation;Married;$77,353.00 ;0;1;12/16/13;38;275;59;107;69;101;59;2;6;4;8;4;0;0;0;0;0;0;0;SP
867;905;1986;Graduation;Divorced;$21,846.00 ;1;0;10/22/13;38;7;17;18;6;10;26;4;4;0;3;8;0;0;0;0;0;0;0;SA
868;10858;1975;Graduation;Together;$76,532.00 ;1;1;9/9/13;38;355;30;177;90;138;30;4;9;5;7;5;0;0;0;0;0;0;0;SP
871;1109;1982;Master;Together;$27,590.00 ;1;0;4/23/13;38;6;0;5;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;SP
872;326;1973;Graduation;Married;$51,148.00 ;1;1;2/18/13;38;235;6;45;8;9;12;4;5;1;6;6;0;0;0;0;0;0;0;IND
874;5370;1973;PhD;Married;$32,644.00 ;1;0;1/16/13;38;239;3;141;0;7;23;4;7;1;6;8;1;0;0;0;0;0;0;SP
876;1773;1978;2n Cycle;Married;$12,393.00 ;0;0;12/4/12;38;5;6;15;11;7;13;1;2;0;3;9;0;0;0;0;0;0;0;SA
877;5036;1984;PhD;Single;$42,710.00 ;1;0;11/28/12;38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0;SP
881;2569;1987;Graduation;Married;$17,323.00 ;0;0;10/10/12;38;3;14;17;6;1;5;1;1;0;3;8;0;0;0;0;0;0;0;US
886;6728;1985;Graduation;Together;$29,103.00 ;1;0;8/27/12;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;0;SP
890;6387;1976;PhD;Together;$52,190.00 ;1;1;5/8/14;39;42;0;17;0;0;18;3;2;1;3;5;1;0;0;0;0;0;0;SA
891;5866;1974;Graduation;Together;$48,186.00 ;1;0;3/20/14;39;97;3;66;12;7;34;3;4;1;4;7;0;0;0;0;0;0;0;SP
893;7901;1971;Master;Married;$34,109.00 ;0;1;11/6/13;39;9;1;5;2;1;4;1;0;0;3;4;0;0;0;0;0;0;0;AUS
894;898;1986;Graduation;Married;$23,477.00 ;1;0;10/21/13;39;38;15;54;3;8;29;3;3;0;4;8;0;0;0;0;0;0;0;SP
896;5835;1976;PhD;Divorced;$14,849.00 ;1;0;7/2/13;39;21;2;28;3;2;9;3;2;0;4;8;0;0;0;0;0;0;0;SP
897;6919;1978;2n Cycle;Married;$26,224.00 ;1;0;6/4/13;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;0;SP
906;10767;1989;PhD;Together;$77,845.00 ;0;0;5/16/14;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;0;US
907;7943;1975;PhD;Married;$36,663.00 ;1;0;4/25/14;40;18;0;6;3;3;5;1;1;1;3;2;0;0;0;0;0;0;0;SA
908;1055;1976;Master;Married;$53,204.00 ;1;1;3/20/14;40;29;0;8;2;0;6;1;1;0;3;4;0;0;0;0;0;0;0;GER
909;1458;1982;Master;Married;$21,059.00 ;1;0;1/7/14;40;8;3;19;3;3;8;3;3;0;3;6;0;0;0;0;0;0;0;SP
912;4654;1992;Graduation;Together;$75,114.00 ;0;0;11/7/13;40;571;12;523;63;60;24;1;3;10;5;2;0;0;0;0;0;0;0;SA
915;10207;1978;Graduation;Together;$22,775.00 ;1;0;6/19/13;40;5;1;8;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;SA
916;4838;1978;Graduation;Together;$22,775.00 ;1;0;6/19/13;40;5;1;8;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;IND
917;10219;1972;Graduation;Together;$31,590.00 ;1;0;6/18/13;40;6;2;15;6;6;3;1;1;0;3;8;0;0;0;0;0;0;0;CA
918;2176;1972;Graduation;Married;$80,134.00 ;1;0;5/20/13;40;1218;16;272;104;0;80;2;5;3;6;6;0;1;1;1;0;1;0;SA
919;9121;1972;Graduation;Married;$80,134.00 ;1;0;5/20/13;40;1218;16;272;104;0;80;2;5;3;6;6;0;1;1;1;0;1;0;AUS
920;5802;1972;Basic;Married;$14,188.00 ;0;0;2/28/13;40;2;7;11;16;12;27;1;2;0;4;6;0;0;0;0;0;0;0;GER
921;10790;1985;PhD;Married;$18,169.00 ;1;0;2/19/13;40;9;0;5;0;0;7;1;1;0;2;8;0;0;0;0;0;0;0;SP
924;7431;1991;PhD;Single;$68,126.00 ;0;0;11/10/12;40;1332;17;311;23;51;86;1;7;4;5;9;0;1;0;0;0;1;0;CA
926;10525;1986;Graduation;Single;$26,576.00 ;1;0;10/13/12;40;10;0;8;0;0;9;1;1;0;2;9;1;0;0;0;0;1;0;SP
927;7503;1976;Graduation;Single;$75,825.00 ;0;0;10/12/12;40;1032;105;779;137;105;51;0;5;8;9;4;1;0;0;0;0;1;0;GER
929;1403;1975;2n Cycle;Together;$34,984.00 ;1;1;9/6/12;40;8;4;15;3;5;3;2;1;0;3;7;0;0;0;0;0;0;0;SP
930;4643;1973;Graduation;Married;$27,803.00 ;1;0;8/26/12;40;8;26;46;38;9;49;2;3;0;4;8;0;0;0;0;0;0;0;AUS
931;3463;1975;PhD;Married;$69,283.00 ;0;1;6/14/14;41;674;62;134;0;26;8;4;7;3;13;5;0;0;0;0;0;0;0;IND
932;4055;1992;Basic;Single;$18,746.00 ;1;0;5/29/14;41;2;10;11;12;9;20;2;3;0;3;6;0;0;0;0;0;0;0;SP
935;1927;1973;2n Cycle;Together;$69,401.00 ;0;1;3/23/14;41;399;27;159;58;8;39;4;4;4;5;2;0;0;0;0;0;0;0;GER
936;437;1976;Master;Divorced;$75,012.00 ;0;0;1/25/14;41;294;142;218;164;58;151;1;3;8;11;1;0;0;0;0;0;0;0;AUS
937;4331;1978;Master;Together;$85,738.00 ;0;0;1/23/14;41;913;26;376;17;26;13;1;3;6;11;1;0;1;1;0;0;0;0;SP
938;4084;1975;Graduation;Together;$60,934.00 ;0;1;1/17/14;41;224;155;155;192;93;54;2;6;4;11;4;0;0;0;0;0;0;0;CA
939;8135;1986;Master;Married;$27,161.00 ;1;0;10/28/13;41;7;4;23;7;0;11;1;1;0;3;7;0;0;0;0;0;0;0;SA
941;6682;1973;Basic;Married;$18,978.00 ;1;0;12/11/12;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;0;SP
942;10581;1977;Graduation;Married;$41,124.00 ;1;0;10/31/12;41;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;0;0;SP
943;3710;1984;PhD;Single;$39,684.00 ;1;0;10/12/12;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;1;SP
945;9360;1982;Graduation;Married;$37,040.00 ;0;0;8/8/12;41;86;2;73;69;38;48;1;4;2;5;8;0;0;0;0;0;0;0;US
946;4679;1977;Master;Married;$78,710.00 ;0;1;5/23/14;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;0;SP
947;1340;1986;Graduation;Married;$92,910.00 ;0;0;4/24/14;42;551;137;792;179;103;33;1;6;7;13;1;0;1;1;1;0;0;0;SP
948;10839;1976;Graduation;Together;$36,283.00 ;1;1;4/14/14;42;6;5;5;8;0;5;2;1;0;3;4;0;0;0;0;0;0;0;CA
949;5303;1974;PhD;Together;$79,632.00 ;0;0;4/8/14;42;471;0;510;99;21;12;1;6;4;9;2;0;0;0;0;0;0;0;SA
950;9829;1978;Graduation;Together;$28,587.00 ;1;0;2/12/14;42;22;4;17;12;10;13;3;2;0;4;6;0;0;0;0;0;0;0;SP
951;10469;1981;Graduation;Together;$88,325.00 ;0;0;2/5/14;42;519;71;860;93;27;53;1;6;2;9;2;0;0;0;0;0;0;0;IND
954;8181;1978;2n Cycle;Single;$38,593.00 ;1;0;9/13/13;42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;0;SP
955;6958;1977;Master;Married;$27,889.00 ;1;0;7/5/13;42;14;0;4;0;0;8;1;1;1;2;6;0;0;0;0;0;0;0;AUS
956;10856;1980;2n Cycle;Single;$45,889.00 ;0;1;7/2/13;42;31;0;6;0;1;8;1;1;0;3;6;0;0;0;0;0;0;0;CA
958;5394;1979;Basic;Single;$16,014.00 ;1;1;3/17/13;42;3;9;4;7;8;7;4;1;1;4;3;0;0;0;0;0;0;0;SP
960;6320;1976;Master;Single;$70,893.00 ;0;0;2/6/13;42;768;44;561;77;44;14;1;6;6;10;3;0;0;0;0;0;0;0;SP
961;5376;1979;Graduation;Married;$2,447.00 ;1;0;1/6/13;42;1;1;1725;1;1;1;15;0;28;0;1;0;0;0;0;0;0;0;US
963;4324;1989;Graduation;Married;$42,387.00 ;1;0;10/29/12;42;235;0;235;19;4;191;5;8;1;7;8;0;0;0;0;0;0;0;SP
964;3661;1995;2n Cycle;Single;$80,617.00 ;0;0;10/12/12;42;594;51;631;72;55;32;1;4;6;8;2;0;0;0;0;0;0;0;IND
965;521;1985;Graduation;Together;$54,006.00 ;1;0;9/18/12;42;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;0;0;SP
966;10403;1978;Graduation;Together;$16,531.00 ;1;0;6/18/14;43;2;13;6;7;5;11;3;3;0;3;7;0;0;0;0;0;0;0;CA
968;4329;1984;PhD;Married;$18,988.00 ;1;0;5/23/14;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;0;0;AUS
970;1717;1988;Graduation;Single;$39,747.00 ;1;0;4/13/14;43;80;15;93;20;13;52;3;5;1;4;8;0;0;0;0;0;0;0;SA
976;6872;1974;PhD;Married;$65,352.00 ;0;1;8/21/13;43;284;3;84;4;7;23;2;4;2;8;4;0;0;0;0;0;0;0;SA
977;1143;1972;Graduation;Married;$22,063.00 ;1;0;8/8/13;43;7;10;13;3;11;11;2;2;0;3;7;0;0;0;0;0;0;0;CA
978;10381;1979;Graduation;Single;$47,691.00 ;0;1;7/5/13;43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0;SP
980;9145;1972;Graduation;Single;$72,504.00 ;0;1;4/6/13;43;604;26;470;123;161;94;2;5;9;6;2;0;0;0;0;0;0;0;CA
982;9738;1986;Master;Together;$42,386.00 ;1;0;1/13/13;43;65;4;16;0;4;11;1;3;0;3;8;0;0;0;0;0;0;0;SA
983;10212;1986;Master;Together;$42,386.00 ;1;0;1/13/13;43;65;4;16;0;4;11;1;3;0;3;8;0;0;0;0;0;0;0;IND
985;10069;1988;Basic;Together;$13,724.00 ;1;0;8/31/12;43;2;7;5;2;15;27;1;2;0;2;9;1;0;0;0;0;0;0;SA
993;9076;1980;PhD;Married;$30,732.00 ;1;0;1/5/13;44;155;1;25;0;1;3;4;4;1;4;8;0;0;0;0;0;0;0;SA
1000;6201;1978;Graduation;Single;$38,643.00 ;1;1;11/29/13;45;22;2;14;0;1;10;2;2;0;3;7;0;0;0;0;0;0;1;SP
1004;1170;1975;Graduation;Married;$27,573.00 ;1;0;3/25/13;45;50;15;110;39;15;15;4;5;1;4;8;0;0;0;0;0;0;0;SP
1005;8812;1979;2n Cycle;Divorced;$13,533.00 ;1;0;3/10/13;45;12;3;8;8;0;17;2;2;0;3;7;0;0;0;0;0;0;0;SP
1007;1715;1978;Graduation;Together;$25,851.00 ;1;0;2/11/13;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;0;0;AUS
1008;10821;1978;Graduation;Married;$57,113.00 ;1;1;2/6/13;45;182;4;33;0;2;42;6;4;1;5;7;0;0;0;0;0;0;0;SP
1010;7119;1982;Graduation;Single;$68,627.00 ;0;0;1/12/13;45;395;15;263;60;54;38;1;2;3;6;1;0;0;0;0;0;0;0;SA
1011;3518;1983;Graduation;Married;$25,271.00 ;1;0;12/5/12;45;10;1;18;10;4;7;1;1;1;2;9;0;0;0;0;0;0;0;IND
1016;7629;1977;Graduation;Married;$22,108.00 ;1;1;5/8/14;46;5;3;9;6;2;6;2;2;0;3;7;0;0;0;0;0;0;0;SP
1018;2815;1975;Graduation;Married;$33,183.00 ;1;0;2/24/14;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;0;0;SP
1019;2936;1982;Master;Together;$23,661.00 ;1;0;12/4/13;46;18;0;4;0;0;1;1;1;0;3;7;0;0;0;0;0;0;0;SA
1020;3665;1977;2n Cycle;Together;$25,315.00 ;1;0;11/7/13;46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;0;0;SP
1022;6637;1988;Graduation;Single;$66,951.00 ;0;0;11/2/13;46;277;162;305;173;76;124;1;3;4;7;1;0;0;0;0;0;0;0;IND
1023;5077;1979;Graduation;Together;$77,298.00 ;0;1;11/2/13;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;0;CA
1024;6173;1979;Graduation;Together;$77,298.00 ;0;1;11/2/13;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;0;SP
1025;3969;1974;Master;Together;$43,018.00 ;0;1;11/1/13;46;35;4;17;7;6;64;1;2;2;2;5;0;0;0;0;0;0;0;GER
1027;663;1989;PhD;Single;$33,996.00 ;0;0;9/11/13;46;40;2;15;8;0;6;1;1;1;3;4;0;0;0;0;0;0;0;SP
1028;8299;1989;PhD;Single;$33,996.00 ;0;0;9/11/13;46;40;2;15;8;0;6;1;1;1;3;4;0;0;0;0;0;0;0;SA
1032;6141;1972;Master;Single;$49,494.00 ;1;0;4/25/13;46;191;9;97;0;6;82;2;6;1;5;7;0;0;0;0;0;0;0;CA
1034;2217;1975;2n Cycle;Married;$37,284.00 ;1;1;3/29/13;46;11;1;2;2;1;6;1;0;0;3;6;0;0;0;0;0;0;0;IND
1035;4102;1975;2n Cycle;Married;$37,284.00 ;1;1;3/29/13;46;11;1;2;2;1;6;1;0;0;3;6;0;0;0;0;0;0;0;SP
1036;4653;1978;Graduation;Together;$42,011.00 ;1;0;3/26/13;46;131;0;16;2;1;39;4;3;1;4;8;0;0;0;0;0;0;0;SA
1038;5788;1972;Graduation;Together;$46,053.00 ;1;0;2/17/13;46;56;10;92;19;7;25;3;3;2;4;5;0;0;0;0;0;0;0;GER
1039;4669;1981;Basic;Married;$24,480.00 ;1;0;2/11/13;46;4;19;9;28;25;17;3;3;0;4;7;0;0;0;0;0;0;0;SA
1040;6295;1977;Graduation;Married;$54,233.00 ;0;1;2/4/13;46;652;8;158;21;0;142;4;11;6;5;8;0;0;0;0;0;0;0;SP
1042;10841;1975;PhD;Together;$56,559.00 ;0;1;12/25/12;46;226;22;133;41;31;31;3;4;3;8;4;0;0;0;0;0;0;0;SP
1043;821;1992;Master;Single;$92,859.00 ;0;0;10/19/12;46;962;61;921;52;61;20;1;5;4;12;2;0;0;0;0;0;0;0;CA
1044;3933;1980;Graduation;Together;$44,010.00 ;1;0;10/13/12;46;186;36;234;86;72;48;6;10;2;6;9;0;0;0;0;0;0;0;SA
1047;5633;1980;Graduation;Married;$50,183.00 ;1;1;6/25/14;47;97;12;84;13;10;15;7;3;1;6;5;0;0;0;0;0;0;0;SA
1048;843;1971;Graduation;Married;$64,722.00 ;1;0;5/26/14;47;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;0;0;SP
1049;6211;1976;PhD;Together;$37,395.00 ;1;0;5/2/14;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;0;SP
1053;6616;1975;Graduation;Together;$59,481.00 ;0;1;10/23/13;47;178;3;85;71;66;58;2;3;3;8;2;0;0;0;0;0;0;0;SP
1055;7428;1975;Graduation;Together;$80,144.00 ;0;0;9/30/13;47;240;132;445;250;192;108;1;3;7;8;1;0;0;0;0;0;0;0;AUS
1056;3075;1972;PhD;Married;$59,973.00 ;0;0;9/11/13;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;0;SP
1057;2937;1974;PhD;Single;$68,352.00 ;0;1;8/28/13;47;614;16;132;43;33;33;3;8;5;9;6;0;0;0;0;0;0;0;CA
1058;203;1975;Master;Single;$81,169.00 ;0;0;4/14/13;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;0;SP
1059;2021;1975;Graduation;Married;$61,456.00 ;0;1;3/27/13;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;0;0;SP
1062;10837;1975;Graduation;Married;$23,957.00 ;1;0;10/28/12;47;2;1;18;20;11;16;1;2;0;3;6;0;0;0;0;0;1;0;CA
1063;7011;1973;Graduation;Married;$33,471.00 ;1;0;10/12/12;47;43;2;27;0;9;12;3;3;0;4;7;0;0;0;0;0;0;0;SA
1065;7679;1985;PhD;Single;$30,298.00 ;0;0;5/19/14;48;6;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;0;0;SP
