;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
674;6357;1959;2n Cycle;Divorced;$59,052.00 ;0;1;11/17/13;29;23000;3500;7500;6300;5700;3100;3;2;2;7;2;0;0;0;0;0;0;0;SA
675;9316;1952;Basic;Together;$13,084.00 ;0;0;11/2/13;29;200;0;700;300;700;1000;1;0;0;3;2;0;0;0;0;0;0;0;US
676;3578;1949;Graduation;Divorced;$49,160.00 ;0;1;10/20/13;29;12200;2100;4300;2500;1000;1500;2;1;2;6;2;0;0;0;0;0;0;0;SP
677;153;1953;Graduation;Divorced;$23,272.00 ;0;0;10/17/13;29;1900;300;600;400;200;1200;1;0;0;3;1;0;0;0;0;0;0;0;SP
678;10524;1963;Master;Divorced;$49,476.00 ;0;1;6/20/13;29;38600;2300;9500;5400;4100;19600;4;1;17;5;0;0;0;0;0;0;0;0;CA
679;1518;1965;Master;Married;$62,694.00 ;1;1;6/17/13;29;37900;600;15700;2500;9100;9100;5;2;5;7;2;0;0;0;0;0;0;0;SP
683;6312;1959;Graduation;Married;$65,031.00 ;0;1;3/17/13;29;25800;10700;29100;8400;3700;8600;4;2;5;13;2;0;0;0;0;0;0;0;GER
684;615;1960;Graduation;Together;$30,507.00 ;0;0;3/11/13;29;6500;3600;7400;3800;2000;11000;1;1;2;4;2;0;0;0;0;0;0;0;SP
685;4406;1970;Graduation;Together;$67,419.00 ;0;1;1/16/13;29;84600;8400;35200;9100;5600;4200;4;2;6;8;1;0;0;0;0;0;0;0;CA
686;10061;1950;Graduation;Married;$59,462.00 ;0;1;1/5/13;29;72400;1700;14300;0;800;19600;2;3;3;12;2;0;0;0;0;0;0;0;US
688;4945;1953;Graduation;Widow;$53,653.00 ;0;0;11/7/12;29;81500;1000;23900;2800;1000;10800;2;2;6;12;2;0;0;0;0;0;0;0;SP
690;4023;1970;Graduation;Married;$22,979.00 ;1;0;9/6/12;29;1600;1700;1900;2000;2100;2200;3;1;3;2;3;0;0;0;0;0;1;0;SP
691;7922;1951;PhD;Single;$64,950.00 ;0;1;8/12/12;29;81900;0;7200;1200;0;6300;2;3;3;10;2;0;1;0;0;0;0;0;SA
699;2625;1954;2n Cycle;Single;$42,607.00 ;0;1;11/17/13;30;15600;2900;5600;3000;3200;4700;2;1;3;7;1;0;0;0;0;0;0;0;SA
703;271;1969;Graduation;Widow;$40,590.00 ;1;1;10/2/13;30;15400;0;5000;600;1100;3700;5;1;6;3;2;1;0;0;0;0;0;0;CA
704;7699;1969;Graduation;Widow;$40,590.00 ;1;1;10/2/13;30;15400;0;5000;600;1100;3700;5;1;6;3;2;1;0;0;0;0;0;0;CA
705;7832;1959;Master;Married;$77,520.00 ;0;1;8/28/13;30;94000;4400;39600;0;8800;5800;1;3;11;7;1;1;0;1;1;0;1;0;SP
712;10383;1966;Graduation;Divorced;$70,287.00 ;0;0;4/2/13;30;29500;3500;48200;12100;12000;4000;1;1;8;10;1;0;0;0;0;0;1;0;AUS
713;6798;1966;Graduation;Single;$37,070.00 ;1;1;3/20/13;30;23100;700;13700;400;1500;3900;9;2;2;8;2;0;0;0;0;0;1;0;SA
714;4168;1966;Graduation;Single;$37,070.00 ;1;1;3/20/13;30;23100;700;13700;400;1500;3900;9;2;2;8;2;0;0;0;0;0;1;0;SP
715;6690;1966;Master;Married;$38,179.00 ;1;1;3/14/13;30;3800;400;2200;400;200;2000;4;1;2;3;2;0;0;0;0;0;0;0;SA
719;7488;1963;Master;Single;$64,191.00 ;0;1;1/22/13;30;42000;1500;18600;15100;3800;1500;3;1;5;13;1;0;0;0;0;0;0;0;SP
725;7411;1964;PhD;Married;$31,686.00 ;1;1;6/5/14;31;1100;0;500;0;0;100;2;0;0;3;2;0;0;0;0;0;0;0;SA
728;255;1951;Graduation;Divorced;$22,263.00 ;1;1;3/30/14;31;1700;0;200;0;0;200;2;0;0;3;2;0;0;0;0;0;0;1;SP
729;3790;1956;Graduation;Together;$34,633.00 ;2;1;1/23/14;31;800;100;500;0;0;100;1;0;0;2;2;0;0;0;0;0;0;0;SA
733;607;1955;2n Cycle;Divorced;$41,769.00 ;0;1;2/13/13;31;30200;2900;13100;3200;0;2700;6;2;2;7;2;0;0;0;0;0;0;0;IND
737;5710;1970;Graduation;Together;$40,548.00 ;0;1;10/10/12;31;11000;0;500;200;0;300;2;0;2;4;2;0;1;0;0;0;0;0;AUS
739;2379;1953;Graduation;Single;$69,267.00 ;0;0;9/22/12;31;77800;4400;49900;9500;7300;14600;2;1;6;5;2;0;0;0;0;0;1;0;SA
741;3262;1958;Graduation;Single;$68,281.00 ;0;0;8/7/12;31;99500;11200;41700;4200;4800;4100;1;1;14;13;2;0;0;0;0;0;1;0;SP
742;5832;1960;2n Cycle;Together;$92,556.00 ;0;0;4/20/14;32;49300;18300;35200;18400;2300;2800;0;1;8;13;0;0;0;0;0;0;0;0;SP
746;9449;1958;PhD;Single;$79,761.00 ;0;1;10/4/13;32;41500;500;12400;1500;3500;1100;1;1;3;11;1;0;0;0;0;0;0;0;SA
747;8104;1951;PhD;Married;$53,312.00 ;0;0;8/9/13;32;24100;0;1200;0;0;2500;1;2;2;5;2;0;0;0;0;0;0;0;SP
749;6421;1961;Graduation;Together;$88,347.00 ;0;0;7/3/13;32;105000;17800;55500;7700;13800;11800;1;1;11;9;0;0;0;0;1;0;0;0;SP
754;3517;1952;Graduation;Single;$40,887.00 ;1;1;5/6/13;32;5000;400;4400;1000;1000;4300;3;1;2;3;2;0;0;0;0;0;1;0;SP
759;5544;1970;Graduation;Single;$67,384.00 ;0;1;11/10/12;32;95700;4000;17500;15800;5300;10700;2;2;12;5;2;0;1;0;0;0;0;0;SP
760;6497;1960;Graduation;Married;$51,651.00 ;0;1;11/7/12;32;29300;600;2300;1300;600;9200;4;2;3;5;2;0;0;0;0;0;0;0;AUS
762;5117;1963;2n Cycle;Married;$32,632.00 ;0;0;8/2/12;32;6300;15100;13700;15300;1900;5300;2;1;6;8;1;0;0;0;0;0;0;0;SP
763;1448;1963;Master;Married;$33,562.00 ;1;2;6/25/14;33;2100;1200;1200;0;300;300;3;0;0;4;1;0;0;0;0;0;0;0;IND
764;6887;1967;Graduation;Single;$79,146.00 ;1;1;4/24/14;33;24500;1600;22300;2100;4300;1600;2;2;2;8;2;0;0;0;0;0;0;0;GER
765;7500;1967;Graduation;Single;$79,146.00 ;1;1;4/24/14;33;24500;1600;22300;2100;4300;1600;2;2;2;8;2;0;0;0;0;0;0;0;SP
768;1100;1960;Master;Together;$41,275.00 ;1;2;3/24/14;33;2400;400;2200;0;200;900;4;1;2;3;2;0;0;0;0;0;0;0;CA
769;7725;1965;2n Cycle;Married;$76,800.00 ;0;0;3/8/14;33;17300;2600;25500;3500;7100;8100;1;1;6;7;0;0;0;0;0;0;0;0;IND
771;113;1951;Graduation;Married;$30,833.00 ;1;1;7/16/13;33;1100;0;700;300;100;600;2;0;0;3;1;0;0;0;0;0;0;0;SP
772;2868;1949;PhD;Single;$26,518.00 ;1;1;4/8/13;33;2000;100;2800;300;300;200;3;1;0;3;2;0;0;0;0;0;1;0;US
774;199;1962;Master;Single;$45,183.00 ;0;0;1/20/13;33;21900;300;6000;1200;900;1200;1;1;2;7;2;0;1;0;0;0;0;0;CA
775;359;1950;Graduation;Together;$48,070.00 ;0;1;1/13/13;33;37300;1400;8300;600;900;1900;3;3;3;6;2;0;0;0;0;0;0;1;SP
779;9204;1970;Graduation;Widow;$66,731.00 ;0;1;9/12/12;33;37100;15900;19400;5800;10600;14100;4;1;5;6;1;0;0;0;0;0;0;0;SP
780;4472;1970;PhD;Divorced;$35,682.00 ;1;0;6/27/14;34;2300;0;800;600;200;1800;1;0;2;3;1;0;0;0;0;0;0;0;AUS
783;3924;1965;PhD;Divorced;$57,912.00 ;0;1;3/17/14;34;80100;0;8000;0;0;3500;5;2;5;12;1;0;1;0;0;0;0;0;SA
786;8086;1959;Graduation;Married;$42,243.00 ;1;1;12/11/13;34;4800;0;200;0;0;500;2;1;0;3;2;0;0;0;0;0;0;0;SA
787;9097;1956;Graduation;Divorced;$46,086.00 ;0;1;11/3/13;34;24400;800;3200;700;200;5000;4;1;2;8;1;0;0;0;0;0;0;0;SP
792;2281;1970;Graduation;Single;$33,697.00 ;1;0;9/15/13;34;400;300;700;0;300;1100;1;0;0;2;2;1;0;0;0;0;0;0;GER
795;3934;1966;Graduation;Married;$61,286.00 ;0;1;8/2/13;34;35600;0;10700;1900;900;11700;2;2;2;8;2;0;0;0;0;0;0;0;IND
796;2493;1966;Graduation;Married;$61,286.00 ;0;1;8/2/13;34;35600;0;10700;1900;900;11700;2;2;2;8;1;0;0;0;0;0;0;0;GER
797;3759;1958;Graduation;Together;$65,196.00 ;0;2;7/25/13;34;74300;1900;18100;1200;0;20000;2;2;9;11;1;1;0;0;0;0;0;0;SP
801;6263;1968;Graduation;Together;$35,322.00 ;1;2;8/22/12;34;2800;900;3700;1200;700;1300;3;0;0;4;3;0;0;0;0;0;0;0;SP
802;2072;1969;PhD;Together;$53,374.00 ;0;1;8/16/12;34;89600;1000;10100;1300;1000;3400;6;1;3;9;2;1;0;0;0;0;1;0;CA
803;8908;1959;Graduation;Married;$87,195.00 ;0;0;5/8/14;35;21700;7600;69000;5000;2600;3800;1;1;17;5;0;0;0;0;0;0;1;0;CA
805;10129;1966;Graduation;Together;$82,427.00 ;0;0;3/12/14;35;48200;14700;50900;10400;10700;10700;1;1;8;12;0;0;0;1;0;0;0;0;SP
806;807;1969;Master;Together;$44,602.00 ;1;1;2/15/14;35;16700;200;8900;0;0;3400;6;2;2;4;2;0;0;0;0;0;0;0;IND
807;3334;1951;Graduation;Married;$94,642.00 ;0;0;2/12/14;35;87900;14300;79700;10600;14300;14300;0;2;11;9;0;0;0;1;1;0;0;0;SP
811;2570;1968;Graduation;Together;$56,534.00 ;0;1;7/23/13;35;69100;700;6100;1000;0;4600;4;2;6;7;3;0;1;0;0;1;1;0;SP
812;3834;1962;Graduation;Single;$69,627.00 ;0;1;3/17/13;35;23100;16100;21500;17100;3000;5300;2;3;3;11;2;0;0;0;0;0;0;0;US
813;590;1970;Master;Divorced;$78,579.00 ;0;0;12/22/12;35;81600;6600;54900;21600;6600;9900;1;1;9;4;1;0;0;0;0;0;1;0;SP
816;2426;1964;PhD;Divorced;$78,825.00 ;0;0;9/14/12;35;48300;7400;11400;16900;3700;1800;1;1;15;13;1;0;0;0;0;0;1;0;SP
819;3584;1955;PhD;Single;$49,667.00 ;0;0;8/20/12;35;118100;2600;12000;1700;1300;3900;2;1;15;5;3;1;0;0;0;0;1;0;CA
820;7718;1947;Master;Together;$66,000.00 ;0;0;4/20/14;36;24400;5100;27000;10100;0;4500;1;0;5;5;0;0;0;0;0;0;0;0;SP
821;8605;1964;PhD;Together;$46,910.00 ;1;1;3/23/14;36;4800;0;1400;0;0;600;2;0;0;3;2;0;0;0;0;0;0;0;SP
823;9206;1968;Graduation;Together;$77,382.00 ;0;1;1/7/14;36;49100;4800;23100;11200;10500;13400;2;2;11;12;0;0;0;1;0;0;0;0;SP
824;10757;1967;PhD;Divorced;$28,420.00 ;1;0;12/24/13;36;400;200;500;200;0;0;1;0;0;2;2;0;0;0;0;0;0;0;SP
827;1150;1899;PhD;Together;$83,532.00 ;0;0;9/26/13;36;75500;14400;56200;10400;6400;22400;1;1;9;4;0;0;0;1;0;0;0;0;SP
828;3867;1947;PhD;Together;$73,059.00 ;0;1;8/31/13;36;41000;11200;42000;0;8200;7100;1;2;5;13;1;0;0;0;0;0;0;0;SP
829;3859;1947;PhD;Together;$73,059.00 ;0;1;8/31/13;36;41000;11200;42000;0;8200;7100;1;2;5;13;1;0;0;0;0;0;0;0;SA
830;3265;1959;Graduation;Married;$35,701.00 ;0;0;3/19/13;36;2100;100;900;700;300;500;1;0;0;3;2;0;0;0;0;0;0;0;SP
832;4611;1970;Graduation;Together;$105,471.00 ;0;0;1/21/13;36;100900;18100;10400;20200;2100;20700;0;2;12;13;1;0;0;1;1;0;1;0;SP
833;4530;1948;Master;Widow;$78,427.00 ;0;0;10/24/12;36;97200;1900;59500;18000;2600;13800;3;1;11;10;1;0;0;0;1;0;1;0;GER
837;6181;1950;2n Cycle;Together;$52,203.00 ;0;0;7/31/12;36;48800;2100;23800;5600;10800;2800;1;3;11;11;2;0;0;0;0;0;0;0;US
842;6428;1950;PhD;Widow;$76,842.00 ;0;0;5/3/14;37;60500;1000;34500;8400;5400;3200;1;0;12;7;0;0;0;0;0;0;0;0;SP
843;9617;1951;Graduation;Single;$15,033.00 ;0;0;4/16/14;37;0;400;500;600;0;400;1;0;0;3;1;0;0;0;0;0;0;0;SA
844;4339;1970;PhD;Married;$67,353.00 ;0;1;12/31/13;37;70200;1700;15100;0;800;3500;5;1;9;12;0;0;0;0;0;0;0;0;AUS
846;8527;1965;Master;Together;$65,735.00 ;1;1;12/7/13;37;23900;700;11900;400;1500;1100;5;2;3;6;2;0;0;0;0;0;0;0;SP
848;9862;1969;Graduation;Together;$21,918.00 ;1;0;11/14/13;37;100;600;700;1100;500;300;2;0;0;3;2;0;0;0;0;0;0;0;CA
852;10377;1958;Master;Together;$46,692.00 ;0;1;6/6/13;37;17000;600;9700;2400;1200;8800;3;2;2;5;2;0;0;0;0;0;0;0;SP
854;10350;1950;PhD;Married;$54,432.00 ;2;1;5/9/13;37;3300;0;500;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;SP
858;1734;1968;PhD;Together;$40,706.00 ;2;1;1/17/13;37;5900;0;1100;400;200;500;4;1;0;4;2;0;0;0;0;0;0;0;SA
859;2131;1959;PhD;Divorced;$62,859.00 ;0;1;12/30/12;37;106300;8900;10200;1600;1200;2500;4;3;6;6;2;0;0;0;0;0;0;0;SP
860;6439;1958;Graduation;Married;$61,074.00 ;0;1;8/17/12;37;78900;0;13300;0;2800;15200;7;4;8;8;2;0;0;0;0;0;0;0;SA
861;10591;1969;Graduation;Widow;$43,638.00 ;0;1;8/6/12;37;6300;1000;8300;700;1900;1900;2;1;2;4;2;0;0;0;0;0;0;0;SP
862;9797;1956;Graduation;Married;$58,116.00 ;0;1;4/13/14;38;22800;1900;13000;400;1100;5100;2;1;5;8;1;0;0;0;0;0;0;0;SP
863;9336;1969;PhD;Widow;$62,187.00 ;0;1;3/22/14;38;51200;0;8300;0;0;4100;3;2;3;10;1;0;0;0;0;0;0;0;SP
864;2174;1954;Graduation;Single;$46,344.00 ;1;1;3/8/14;38;1100;100;600;200;100;600;2;0;2;2;1;0;0;0;0;0;0;0;US
866;9185;1966;PhD;Single;$69,759.00 ;0;0;10/28/13;38;45200;2000;51400;1300;3000;0;3;1;9;5;1;0;0;0;0;0;1;0;SP
869;8925;1965;Master;Married;$70,053.00 ;0;1;7/3/13;38;51200;5300;9800;8100;17900;8900;3;2;8;10;2;0;0;0;0;0;0;0;SP
870;2499;1958;2n Cycle;Single;$75,342.00 ;0;1;5/6/13;38;20400;9700;9700;2100;11800;2600;1;2;3;10;1;0;0;0;0;0;0;0;SP
873;10967;1963;Graduation;Divorced;$33,378.00 ;1;1;2/6/13;38;3300;600;4000;300;700;1000;3;1;0;4;2;0;0;0;0;0;0;0;SA
875;2098;1969;PhD;Married;$33,581.00 ;2;0;1/8/13;38;1100;0;500;0;0;100;1;0;0;2;2;0;0;0;0;0;0;0;SP
878;4856;1957;2n Cycle;Married;$82,347.00 ;0;0;11/6/12;38;55600;5400;84500;20200;13300;6300;1;2;11;10;1;1;0;0;1;0;0;0;IND
879;8722;1957;2n Cycle;Married;$82,347.00 ;0;0;11/6/12;38;55600;5400;84500;20200;13300;6300;1;2;11;10;1;1;0;0;1;0;1;0;CA
880;2156;1955;PhD;Married;$22,554.00 ;1;1;11/3/12;38;2700;0;1000;0;0;400;4;1;0;4;2;0;0;0;0;0;0;0;SP
882;10151;1960;Graduation;Divorced;$62,204.00 ;0;2;9/12/12;38;31700;4600;24700;15100;4600;13900;1;1;8;12;1;0;0;0;0;0;0;0;SP
883;10473;1956;PhD;Widow;$78,028.00 ;0;1;9/10/12;38;15800;1900;28800;2500;0;3800;1;2;6;9;2;0;1;1;0;0;1;0;SP
884;7079;1962;Graduation;Divorced;$63,887.00 ;0;1;9/8/12;38;89700;2300;20700;1500;1100;9200;5;2;9;12;2;0;0;0;0;0;0;0;SA
885;6875;1965;PhD;Together;$32,727.00 ;0;0;8/28/12;38;16700;1300;18000;8600;1300;7000;2;2;5;5;2;0;0;0;0;0;0;0;CA
887;2471;1965;Graduation;Married;$61,482.00 ;0;0;6/27/14;39;4800;5800;6800;1600;6600;4300;1;1;3;6;0;0;0;0;0;0;0;0;SA
888;49;1970;Graduation;Single;$20,587.00 ;1;0;5/11/14;39;200;300;600;400;100;900;1;0;2;2;2;0;0;0;0;0;0;0;CA
889;4973;1970;Graduation;Single;$20,587.00 ;1;0;5/11/14;39;200;300;600;400;100;900;1;0;2;2;2;0;0;0;0;0;0;0;CA
892;8523;1968;Graduation;Married;$19,329.00 ;1;0;12/14/13;39;2400;100;1600;1200;200;500;3;1;0;3;3;0;0;0;0;0;0;0;CA
895;10242;1966;PhD;Together;$47,472.00 ;1;1;9/16/13;39;5600;0;1100;0;0;800;2;1;0;4;1;0;0;0;0;0;0;0;SP
898;6197;1962;PhD;Single;$27,238.00 ;1;1;4/20/13;39;3700;0;1700;0;0;300;3;1;0;3;3;0;0;0;0;0;0;0;SP
899;10475;1970;Master;Together;;0;1;4/1/13;39;18700;500;6500;2600;2000;1400;2;1;3;6;2;0;0;0;0;0;0;0;US
900;4201;1962;Graduation;Single;$57,967.00 ;0;1;3/3/13;39;22900;700;13700;400;0;9100;5;1;3;8;2;0;0;0;0;0;0;0;IND
901;5092;1949;PhD;Widow;$51,569.00 ;0;1;2/12/13;39;38000;0;4700;600;0;3400;4;2;2;7;2;0;1;0;0;0;1;0;SP
902;6566;1954;PhD;Married;$72,550.00 ;1;1;11/8/12;39;82600;5000;31700;5000;3800;3800;9;2;3;12;2;0;0;0;0;0;0;0;AUS
903;6613;1970;Master;Married;$44,511.00 ;1;0;10/12/12;39;51300;700;13300;4600;1400;1400;6;3;6;8;2;0;0;0;0;0;0;0;AUS
904;9094;1955;2n Cycle;Married;$62,972.00 ;0;1;8/3/12;39;31300;1500;4700;2000;0;19200;2;2;6;3;2;0;0;0;0;0;1;0;SP
905;9847;1955;2n Cycle;Married;$62,972.00 ;0;1;8/3/12;39;31300;1500;4700;2000;0;19200;2;2;6;3;2;0;0;0;0;0;0;0;SP
910;8402;1953;Master;Married;$67,087.00 ;0;1;12/17/13;40;32900;3500;22200;13000;3500;4300;2;2;8;8;1;0;0;0;0;0;0;0;AUS
911;6246;1953;Graduation;Single;$73,892.00 ;0;0;11/13/13;40;70300;10200;60100;0;5800;4300;1;1;17;8;0;0;0;0;0;0;1;0;CA
913;6103;1948;Graduation;Married;$42,192.00 ;0;0;9/6/13;40;4000;1500;1500;1700;600;700;1;1;2;3;1;0;0;0;0;0;0;0;AUS
914;8147;1960;Graduation;Married;$31,454.00 ;1;1;7/6/13;40;2800;0;1100;0;0;900;3;0;0;3;2;0;0;0;0;0;0;0;SP
922;178;1956;Graduation;Married;$62,503.00 ;0;1;2/18/13;40;47800;0;19300;11000;7500;11700;4;3;5;11;1;0;0;0;0;0;0;0;SP
923;2308;1954;Graduation;Married;$46,734.00 ;0;1;11/18/12;40;11000;500;13700;2600;2300;2900;2;2;2;5;2;0;0;0;0;0;0;0;SP
925;9405;1954;PhD;Married;$52,869.00 ;1;1;10/15/12;40;8400;300;6100;200;100;2100;3;1;2;4;2;0;0;0;0;0;1;0;SA
928;8783;1950;Graduation;Married;$57,045.00 ;0;1;9/8/12;40;29600;1300;10400;1100;1300;1700;3;1;3;9;1;0;0;0;0;0;0;0;AUS
933;7010;1965;2n Cycle;Married;$70,924.00 ;0;0;4/7/14;41;63500;11400;25400;13200;15200;7600;1;2;9;7;1;0;0;1;0;0;0;0;SP
934;4767;1965;2n Cycle;Married;$70,924.00 ;0;0;4/7/14;41;63500;11400;25400;13200;15200;7600;1;2;9;7;1;0;0;1;0;0;0;0;SP
940;9750;1961;PhD;Divorced;$64,325.00 ;0;1;2/7/13;41;73100;6000;35300;7800;1200;7300;5;3;5;5;2;0;0;0;0;0;0;0;SP
944;5207;1963;PhD;Married;$53,378.00 ;1;1;9/24/12;41;48900;600;15200;800;600;13200;10;3;6;6;2;0;0;0;0;0;1;0;SP
952;3602;1958;Master;Married;$51,412.00 ;0;1;12/31/13;42;14000;300;2900;400;500;1400;2;1;3;4;1;0;0;0;0;0;0;0;SP
953;4756;1952;2n Cycle;Divorced;$63,998.00 ;0;0;12/20/13;42;17600;2900;81800;0;3300;11200;1;2;9;11;1;0;0;0;0;0;1;0;SP
957;3321;1967;PhD;Together;$56,575.00 ;0;2;5/5/13;42;42100;500;9000;0;1600;1000;3;2;5;7;2;0;0;0;0;0;0;0;CA
959;433;1958;Master;Alone;$61,331.00 ;1;1;3/10/13;42;53400;500;4700;0;500;4100;5;4;2;6;3;0;0;0;0;0;0;0;CA
962;1867;1957;Graduation;Single;$64,849.00 ;0;0;11/13/12;42;65200;4800;35000;9400;8400;10800;1;3;5;6;2;0;0;0;0;0;1;0;SP
967;7186;1966;PhD;Together;$30,843.00 ;1;1;5/26/14;43;2400;0;200;0;0;900;2;0;2;2;1;1;0;0;0;0;0;0;IND
969;4394;1965;PhD;Married;$81,051.00 ;0;0;5/23/14;43;114200;2900;24900;3800;2900;1400;1;1;8;12;1;0;1;1;0;0;0;0;SP
971;1016;1959;PhD;Single;$34,554.00 ;0;1;3/30/14;43;4100;100;600;200;0;500;2;0;0;3;2;0;0;0;0;0;0;0;CA
972;3783;1959;PhD;Married;$52,854.00 ;1;1;3/24/14;43;10500;0;1000;0;100;0;2;0;2;4;1;0;0;0;0;0;0;0;SA
973;5848;1970;Graduation;Together;$81,205.00 ;0;0;1/13/14;43;72400;7400;92900;9700;5500;13000;1;1;9;7;1;1;0;1;0;1;1;0;IND
974;10727;1970;PhD;Married;$69,084.00 ;1;0;11/19/13;43;118100;10700;19900;3900;3000;3000;2;2;5;13;2;0;0;0;0;0;0;0;SP
975;5299;1970;PhD;Married;$69,084.00 ;1;0;11/19/13;43;118100;10700;19900;3900;3000;3000;2;2;5;13;2;0;0;0;0;0;0;0;SP
979;11007;1968;PhD;Married;$29,187.00 ;1;0;5/9/13;43;2600;0;600;0;0;200;1;0;0;3;2;0;0;0;0;0;0;0;SP
981;5267;1970;Graduation;Divorced;$33,986.00 ;1;0;3/14/13;43;1600;200;1800;200;100;500;1;0;0;3;2;0;0;0;0;0;0;0;SP
984;10010;1953;PhD;Divorced;$36,957.00 ;1;1;9/6/12;43;10000;200;1600;200;100;3100;4;1;3;2;3;0;0;0;0;0;1;0;AUS
986;2694;1967;Graduation;Married;$42,664.00 ;0;1;3/18/14;44;2100;0;300;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;SP
987;10613;1958;PhD;Together;$37,334.00 ;1;1;2/26/14;44;2600;100;1600;200;200;1500;4;1;0;4;1;0;0;0;0;0;0;0;SP
988;4646;1951;2n Cycle;Married;$78,497.00 ;0;0;12/1/13;44;20700;2600;44700;7500;0;22300;1;2;11;12;0;0;0;0;1;0;0;0;CA
989;6935;1951;2n Cycle;Married;$78,497.00 ;0;0;12/1/13;44;20700;2600;44700;7500;0;22300;1;1;11;12;1;0;0;0;1;0;0;0;IND
990;5596;1956;2n Cycle;Together;$58,821.00 ;0;1;10/12/13;44;51300;1400;15400;1900;0;2800;1;2;3;9;2;0;0;0;0;0;0;0;SA
991;1044;1953;Graduation;Together;$58,398.00 ;0;0;5/14/13;44;29900;500;20100;2100;2100;4900;3;2;6;8;1;0;0;0;0;0;0;0;AUS
992;9274;1961;Master;Married;$80,950.00 ;0;0;3/28/13;44;52500;14700;11200;21900;14700;6300;1;2;11;9;0;0;0;0;1;0;0;0;SA
994;4947;1966;2n Cycle;Single;$89,572.00 ;0;0;9/15/12;44;60600;2400;97400;19700;19400;6400;1;2;11;9;1;0;1;0;1;0;1;0;SP
995;10176;1968;Graduation;Single;$57,107.00 ;0;1;8/24/12;44;15900;0;12000;0;0;13700;7;1;6;8;2;0;1;0;0;1;1;0;SP
996;3507;1970;Graduation;Single;$76,467.00 ;1;0;8/17/12;44;67600;16100;42600;21000;4400;5800;2;0;8;5;2;0;0;0;0;0;1;0;US
997;9235;1957;Graduation;Single;;1;1;5/27/14;45;700;0;800;200;0;100;1;0;0;2;2;0;0;0;0;0;0;0;GER
998;10341;1948;Graduation;Together;$51,315.00 ;0;0;2/23/14;45;6800;2800;3900;1600;3000;4100;1;0;3;5;1;0;0;0;0;0;0;0;AUS
999;2639;1966;Graduation;Single;$43,602.00 ;1;1;1/10/14;45;1900;500;1200;1000;300;1900;3;1;2;2;2;0;0;0;0;0;0;0;SA
1001;7397;1951;Graduation;Single;$49,090.00 ;0;1;7/19/13;45;49400;500;8200;700;0;10000;3;2;3;9;2;0;0;0;0;0;0;0;SP
1002;2181;1970;Graduation;Married;$70,617.00 ;0;0;6/23/13;45;35300;6100;75300;4000;4600;2700;1;1;5;7;1;0;0;0;0;0;0;0;SP
1003;1204;1970;PhD;Married;$67,536.00 ;0;1;5/22/13;45;125300;0;44700;2300;7100;3500;3;3;8;11;2;0;0;0;1;0;0;0;SA
1006;4690;1953;Graduation;Married;$50,725.00 ;0;1;2/13/13;45;44300;1000;7500;0;1000;4800;4;3;2;8;2;0;0;0;0;0;0;0;CA
1009;6543;1945;Master;Together;$62,847.00 ;0;0;1/15/13;45;52100;16800;70600;8000;7600;6100;1;1;9;4;1;0;0;0;0;0;0;0;CA
1012;1245;1966;Graduation;Single;$63,810.00 ;0;1;11/11/12;45;97700;1200;25300;1600;1200;10100;4;1;5;12;3;0;1;0;0;0;0;0;SP
1013;2561;1966;Graduation;Single;$63,810.00 ;0;1;11/11/12;45;97700;1200;25300;1600;1200;10100;4;1;5;12;3;0;1;0;0;0;0;0;GER
1014;9624;1958;PhD;Together;$65,488.00 ;0;0;6/13/14;46;60300;4500;20700;3600;1800;5400;1;1;6;6;0;0;0;0;0;0;0;0;SP
1015;10509;1955;Master;Single;$36,927.00 ;1;1;6/2/14;46;5100;0;1600;0;0;400;2;1;0;3;2;0;0;0;0;0;0;0;US
1017;7875;1949;Graduation;Married;$72,025.00 ;0;0;4/29/14;46;96700;0;61700;4300;5000;0;1;1;12;13;0;0;1;1;1;0;1;0;AUS
1021;10888;1961;Graduation;Single;$45,938.00 ;0;0;11/3/13;46;27300;1100;17800;6200;8300;2900;2;3;6;6;2;0;0;0;0;0;0;0;US
1026;4580;1969;Graduation;Married;$75,759.00 ;0;0;10/25/13;46;139400;2200;70800;8900;9100;18200;1;2;11;9;2;1;0;1;1;0;1;0;SA
1029;8945;1970;Graduation;Divorced;$54,137.00 ;0;1;8/16/13;46;17100;0;1100;0;100;2000;2;1;2;4;2;0;0;0;0;0;0;0;SA
1030;10870;1967;Graduation;Married;$61,223.00 ;0;1;6/13/13;46;70900;4300;18200;4200;11800;24700;2;3;5;4;2;0;0;0;0;0;0;0;SA
1031;1184;1968;PhD;Divorced;$69,674.00 ;0;2;5/22/13;46;55400;4100;21500;1100;0;2400;3;2;3;10;1;0;0;0;0;0;0;0;SA
